,macro_auc,111975006,164873001,164909002,195042002,251120003,266249003,270492004,425419005,425623009,426434006,428750005,445118002,445211001,67741000119109,698252002,713426002,713427006,89792004
Fold_0,0.837593,0.878922,0.897788,0.971532,0.636102,0.892996,0.752424,0.972074,0.839615,0.833983,0.851859,0.765378,0.799325,0.613506,0.88061,0.848985,0.913136,0.955181,0.773249
Fold_1,,,,,,,,,,,,,,,,,,,
Fold_2,,,,,,,,,,,,,,,,,,,
Fold_3,,,,,,,,,,,,,,,,,,,
Fold_4,,,,,,,,,,,,,,,,,,,
